latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
18.14499,75.63952,339.42,0.38,0.36,2026-06-02,0813,N20,VIIRS,l,2.0NRT,313.19,6.49,D
18.70316,79.63735,341.85,0.52,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.57,8.31,D
18.53409,78.40347,339.83,0.45,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.39,5.85,D
18.65521,79.3022,344.38,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.12,6.24,D
18.65149,79.30273,349.19,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.75,8.05,D
18.74026,79.98363,344.99,0.54,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.41,11.78,D
17.74736,73.27991,341.09,0.42,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.74,5.83,D
18.66146,79.49502,334.76,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.83,3.29,D
18.65267,79.48645,348.34,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.96,8.43,D
18.60998,79.2754,339.55,0.49,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.17,5.56,D
18.60626,79.27593,344.16,0.49,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.25,5.56,D
18.60056,79.31975,340.68,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.04,4.9,D
18.3817,77.71221,338.64,0.42,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,299,4.99,D
18.64232,79.67592,341.58,0.52,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.19,5.48,D
18.38232,77.7115,337.98,0.42,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,299.24,4.66,D
18.5992,79.32267,336.63,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.62,1.71,D
18.64314,79.67828,343,0.52,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.7,6.49,D
18.55929,79.16725,342.91,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.48,17.02,D
18.56931,79.26968,335.5,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.02,9.44,D
18.56993,79.27435,343.72,0.49,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.12,9.44,D
18.57243,79.293,337.29,0.49,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.41,2.91,D
18.66782,80.07448,331.74,0.55,0.42,2026-06-02,0813,N20,VIIRS,l,2.0NRT,301.92,2.37,D
18.65992,80.04409,340.69,0.54,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,301.9,6.9,D
18.53713,79.14233,339.03,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.14,8.6,D
18.65536,80.03947,336.06,0.54,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,301.54,5.55,D
18.57264,79.46624,335.94,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.26,5.52,D
18.57327,79.47099,344.41,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.32,7.5,D
18.61871,79.8177,338.83,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.08,7.49,D
18.54517,79.31607,338.29,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.31,5.42,D
18.57141,79.60335,336.04,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.91,5.52,D
18.56763,79.60393,335.2,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.65,3.16,D
18.51126,79.2025,336.82,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.09,2.73,D
18.60473,79.92178,337.11,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.29,7.7,D
18.57842,79.80795,332.31,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,300.74,1.46,D
18.36023,78.21419,340.29,0.44,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,309.07,9.29,D
18.56508,79.7645,347.94,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.05,9.53,D
18.45796,78.9689,335.26,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.54,8.97,D
18.52753,79.50199,335.31,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.95,1.67,D
18.56126,79.76502,341.75,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,301.91,9.53,D
18.57647,79.88465,339.54,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.94,6.72,D
18.5771,79.88969,338.71,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.19,6.82,D
18.45431,78.96944,340.48,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.2,10.37,D
18.45776,79.02404,339.86,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.25,10.3,D
18.47566,79.16074,341.44,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.34,7.63,D
18.54859,79.72656,340.43,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.24,7.98,D
17.96101,75.5669,337.94,0.38,0.36,2026-06-02,0813,N20,VIIRS,l,2.0NRT,309.33,6.7,D
18.46649,79.14801,343.88,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.72,8.23,D
18.48873,79.31947,341.84,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.03,5.08,D
18.59958,80.19506,333.41,0.55,0.43,2026-06-02,0813,N20,VIIRS,l,2.0NRT,303.99,3.28,D
17.8738,75.02474,339.59,0.39,0.36,2026-06-02,0813,N20,VIIRS,l,2.0NRT,309.41,5.25,D
18.45795,79.02352,343.57,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.72,11.18,D
18.57499,79.88858,341.54,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.28,5.43,D
18.47295,79.16051,343.55,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,308.12,11.18,D
18.54994,79.73018,340.28,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.27,4.76,D
18.46739,79.14726,339.39,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.82,6.25,D
18.48693,79.31895,337.06,0.49,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.98,5.22,D
18.50026,79.41763,336.08,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.3,3.79,D
18.5009,79.42236,340.51,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.58,6.61,D
18.31668,78.11207,346.38,0.43,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,309.35,9.79,D
18.49715,79.42289,337.71,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.24,5.02,D
18.27215,77.82211,338.12,0.42,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.1,7.85,D
18.49213,79.41395,347.85,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.01,11.54,D
18.50043,79.47572,345.17,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.3,9.39,D
17.60538,73.46261,348.11,0.42,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.79,13.64,D
18.49668,79.47624,348.12,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.98,7.22,D
18.31536,78.17917,342.1,0.44,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,310.32,7.41,D
18.47079,79.31177,337.92,0.49,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.26,8.37,D
18.31527,78.20422,346.79,0.44,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,308.69,7.89,D
18.34539,78.49937,337.48,0.45,0.39,2026-06-02,0813,N20,VIIRS,l,2.0NRT,308.23,5.19,D
18.34183,78.49991,335.73,0.45,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.48,2.4,D
18.36188,78.64601,335.39,0.46,0.39,2026-06-02,0813,N20,VIIRS,l,2.0NRT,305.49,3.18,D
18.4116,79.01193,338.4,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.79,10.19,D
18.44477,79.34407,341.98,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.66,8.42,D
17.52302,73.17647,333.65,0.43,0.38,2026-06-02,0813,N20,VIIRS,l,2.0NRT,301.61,4.08,D
17.52369,73.18053,337.86,0.43,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.2,4.08,D
18.33911,78.66702,342.83,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307,14.05,D
18.30382,78.51433,346.75,0.45,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.96,9.49,D
18.41927,79.38121,338.02,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.53,9.01,D
18.26044,78.30148,338.59,0.44,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.57,3.4,D
18.261,78.30565,352.33,0.44,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.25,3.4,D
18.44518,79.69995,338.29,0.52,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.63,5.89,D
18.30619,78.66729,347.56,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.96,2.75,D
18.3026,78.66781,337.84,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.34,2.75,D
18.30318,78.67214,344.84,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.03,2.75,D
18.44134,79.73042,348.93,0.52,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.67,6.91,D
18.24422,78.26151,343.84,0.44,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,311.06,10.33,D
18.29959,78.67268,341.87,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.23,5.77,D
18.4182,79.60964,343.42,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.36,10.01,D
18.24411,78.26476,348.92,0.44,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,311.22,9.95,D
18.30159,78.67546,332.96,0.46,0.39,2026-06-02,0813,N20,VIIRS,l,2.0NRT,303.18,3.47,D
18.2974,78.67165,341.83,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.26,5.48,D
18.44155,79.72783,337.95,0.52,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.72,3.92,D
18.4422,79.73272,338.01,0.52,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.87,3.37,D
18.42208,79.61157,335.91,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.16,5.59,D
18.19387,77.98486,338.78,0.43,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.85,2.66,D
18.4183,79.61212,337.13,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.55,5.59,D
17.92361,76.15421,343.66,0.39,0.36,2026-06-02,0813,N20,VIIRS,l,2.0NRT,314.2,14.91,D
18.24755,78.39204,341.35,0.45,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.42,3.69,D
18.39334,79.45492,335.73,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.33,4.77,D
18.41388,79.60784,338,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.28,2.97,D
18.41452,79.61267,335.74,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.49,2.97,D
18.24459,78.39676,339.98,0.45,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.78,4.57,D
18.34506,79.15378,335.53,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.7,2.04,D
18.22288,78.31866,336.97,0.44,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.86,6.73,D
18.22347,78.32284,349.04,0.44,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,308.17,5.92,D
18.22464,78.33124,341.08,0.44,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,309.58,8.01,D
18.21994,78.32339,356.43,0.44,0.39,2026-06-02,0813,N20,VIIRS,l,2.0NRT,309.63,5.92,D
18.22053,78.32758,350.76,0.44,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,308.64,5.92,D
18.15089,77.85624,342.84,0.42,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,308.21,11.38,D
18.1463,77.84877,340,0.42,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.88,9.83,D
17.46068,73.39516,350.94,0.42,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306,15.52,D
18.36782,79.52147,343.95,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.79,7.8,D
18.36908,79.53101,349.07,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.1,18.56,D
18.34903,79.5241,337.42,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.11,7.76,D
18.29963,79.1789,333.71,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.05,2.87,D
18.52868,81.00038,334.16,0.41,0.45,2026-06-02,0813,N20,VIIRS,n,2.0NRT,300.94,2.26,D
18.33152,79.47809,341.1,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.2,12.7,D
18.19476,78.48165,339.13,0.45,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.68,6.72,D
18.30679,79.34741,347.2,0.49,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.11,12.12,D
18.30859,79.39009,346.3,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.45,6,D
18.30486,79.39062,340.33,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.5,6,D
18.36096,79.82442,332.64,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,301.53,1.96,D
18.22737,78.85959,334.47,0.47,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.09,2.63,D
18.24838,79.10287,344.92,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.53,10.31,D
18.34435,79.84692,337.4,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.76,6.74,D
18.24928,79.10611,339.12,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.52,5.54,D
18.19912,78.76903,347.66,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.58,9.93,D
18.34607,79.84966,337.48,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.93,5.89,D
18.19551,78.76955,345.96,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.47,9.93,D
18.17336,78.66239,340.22,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.33,2.35,D
18.21623,79.0282,343.3,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.73,8.38,D
18.24956,79.27374,353.01,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.67,10.63,D
18.09606,78.23639,341.45,0.44,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,309.02,6.63,D
18.23659,79.26148,335.73,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.41,1.93,D
18.28827,79.64828,341.49,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.28,6.15,D
17.4373,73.8773,336.75,0.41,0.37,2026-06-02,0813,N20,VIIRS,l,2.0NRT,308.54,7.33,D
18.20772,79.0753,341.56,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.39,9,D
18.11545,78.45393,336.22,0.45,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.76,2.74,D
18.2292,79.34743,337.56,0.49,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.56,5.17,D
18.22982,79.3521,347.68,0.49,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.95,9.24,D
18.2261,79.35262,347.59,0.49,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.26,7.96,D
18.26558,79.65149,344.35,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.71,12.37,D
18.31065,79.99711,341.96,0.54,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.58,10.38,D
17.99006,77.65858,339.09,0.42,0.37,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.61,5.07,D
18.22239,79.35315,347.84,0.49,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.76,7.96,D
18.2618,79.65202,354.02,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.84,12.37,D
18.18329,79.08797,339.04,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.36,7.58,D
18.20636,79.28929,335.96,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.14,4.01,D
18.20697,79.29391,335.85,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.57,4.01,D
18.20758,79.29854,339.01,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.95,1.33,D
18.20327,79.29444,350.68,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.74,9.13,D
18.23476,79.59218,340.16,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.61,8.75,D
18.23725,79.61135,335.8,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.55,4.17,D
18.21794,79.49257,346.27,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.15,6.19,D
18.21856,79.4973,341.32,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.31,10.2,D
18.22663,79.55919,339.95,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.31,22.67,D
18.21481,79.49785,342.77,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.39,7.7,D
18.06948,78.43506,350.63,0.45,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.15,13.16,D
18.24408,79.75343,347.33,0.52,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.57,9.78,D
18.71564,83.76061,341.22,0.62,0.54,2026-06-02,0813,N20,VIIRS,n,2.0NRT,297.72,8.56,D
18.25862,79.89711,340.13,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.15,10.53,D
18.26693,79.96228,343.86,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.73,11.05,D
17.98002,77.83723,336.55,0.42,0.38,2026-06-02,0813,N20,VIIRS,l,2.0NRT,307.85,4.98,D
18.17915,79.31199,337.72,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.14,4.22,D
18.24463,79.81815,349.29,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.32,9.8,D
18.17544,79.31252,355.18,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.81,13.1,D
18.23325,79.78986,349.28,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.37,13.26,D
18.17287,79.311,338.29,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.17,3.36,D
18.1735,79.31561,338.08,0.49,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.61,3.36,D
18.23356,79.78735,338.84,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.49,6.52,D
18.23421,79.79225,340.77,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.09,6.52,D
18.1961,79.56622,338.9,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.11,7.69,D
18.71959,83.76239,333.83,0.62,0.54,2026-06-02,0813,N20,VIIRS,n,2.0NRT,295.69,9.43,D
18.03408,78.41383,342.52,0.44,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.15,3.79,D
18.19299,79.57153,346.32,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.15,9.03,D
18.0499,78.55321,341.36,0.45,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.17,7.04,D
18.19564,79.6199,334.23,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.5,3.24,D
18.17334,79.48238,336.38,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.04,4.43,D
18.17398,79.48711,343.6,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.12,4.43,D
18.08801,78.88203,335.78,0.47,0.39,2026-06-02,0813,N20,VIIRS,l,2.0NRT,306.23,3.29,D
17.96708,78.03878,339.3,0.43,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.02,3.36,D
17.23895,73.32811,335.72,0.43,0.38,2026-06-02,0813,N20,VIIRS,l,2.0NRT,307.29,4.3,D
18.0076,78.40503,336.1,0.44,0.39,2026-06-02,0813,N20,VIIRS,l,2.0NRT,306.95,4.57,D
18.15472,79.54296,338.09,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.86,5.06,D
18.18919,79.83356,345.36,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,301.5,12.27,D
18.18409,79.82426,334.84,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.54,5.55,D
18.18473,79.82918,343.52,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.71,5.55,D
18.05961,78.91753,338.94,0.47,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.4,2.79,D
18.09642,79.19096,338.37,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.11,4.18,D
17.43296,74.68353,340.77,0.39,0.36,2026-06-02,0813,N20,VIIRS,l,2.0NRT,310.96,5.85,D
17.3238,74.0211,336.72,0.4,0.37,2026-06-02,0813,N20,VIIRS,l,2.0NRT,305.53,3.66,D
17.42965,74.68409,345.33,0.39,0.36,2026-06-02,0813,N20,VIIRS,l,2.0NRT,311.9,5.85,D
18.12472,79.48933,348.1,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.33,9.1,D
18.15801,79.74332,336.17,0.52,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.08,5.66,D
18.13407,79.58958,336.09,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.78,6.97,D
18.13031,79.59013,347.05,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.24,6.97,D
18.13466,79.65288,337.83,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.81,5.42,D
18.13529,79.65771,343.11,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.79,5.42,D
18.00553,78.70789,349.66,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.85,16.03,D
18.09056,79.4319,339.75,0.5,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.01,3.44,D
18.12449,79.72311,340.92,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.58,4.95,D
17.95137,78.46892,343.23,0.45,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.34,4.74,D
17.66015,76.50292,343.38,0.39,0.36,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.53,4.91,D
17.9136,78.2498,336.47,0.44,0.38,2026-06-02,0813,N20,VIIRS,l,2.0NRT,307.06,3.21,D
18.11272,79.77757,346.74,0.52,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.45,6.14,D
18.10631,79.75856,335.52,0.52,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.67,4.84,D
18.22501,80.69245,336.44,0.39,0.44,2026-06-02,0813,N20,VIIRS,n,2.0NRT,302.21,3.26,D
18.06556,79.59753,336.1,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.04,5.52,D
17.83803,78.01691,337.07,0.43,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.17,3.13,D
17.93001,78.67875,346.99,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.8,7.18,D
17.85906,78.45217,340.53,0.44,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.45,4.92,D
18.04741,79.93188,348.76,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.15,13.03,D
17.89266,78.78065,336.67,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.22,2.08,D
18.03032,79.8289,346.13,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.81,16.86,D
18.04357,79.93241,341.16,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.94,13.03,D
18.04418,79.96776,335.75,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,301.94,7.08,D
18.03612,79.8964,336.42,0.52,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.82,8.86,D
17.75446,78.01724,339.19,0.43,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,308.95,4.18,D
17.90798,79.25734,367,0.48,0.4,2026-06-02,0813,N20,VIIRS,h,2.0NRT,306.31,14.36,D
17.9043,79.25792,352.95,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,308.11,15.31,D
17.74991,78.18679,339.52,0.43,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.01,3.5,D
17.70476,77.89067,342.58,0.42,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,310.11,10,D
17.72542,78.06264,340.66,0.43,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.9,3.94,D
18.00039,80.13078,341.07,0.54,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.3,9.32,D
18.26552,82.31145,330.63,0.49,0.49,2026-06-02,0813,N20,VIIRS,n,2.0NRT,300.36,5.38,D
17.96609,79.95677,337.76,0.53,0.42,2026-06-02,0813,N20,VIIRS,n,2.0NRT,303.05,5.36,D
17.91854,79.68017,340.04,0.51,0.41,2026-06-02,0813,N20,VIIRS,n,2.0NRT,304.76,4.08,D
18.03306,80.60789,342.35,0.38,0.43,2026-06-02,0813,N20,VIIRS,n,2.0NRT,301.64,4.73,D
17.7887,78.83949,336.32,0.46,0.39,2026-06-02,0813,N20,VIIRS,n,2.0NRT,305.54,5.32,D
16.94559,73.3021,341.95,0.43,0.38,2026-06-02,0813,N20,VIIRS,n,2.0NRT,307.88,9.96,D
17.83076,79.24071,340.01,0.48,0.4,2026-06-02,0813,N20,VIIRS,n,2.0NRT,306.03,6.97,D
17.93927,79.97865,332.76,0.53,0.42,2026-06-02,0813,N20,VIIRS,l,2.0NRT,302.99,2.21,D
